1, Excited about purchasing my new MacBook Pro - should be here in a few days,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.333333333333,0.130952380952,,1.01,,,	
1, Finally! I finished a new item in my striped colorful knitted line! Want to see it? =&gt;&gt; http://bit.ly/UZtpT,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,0.0,0.0,0.434343434343,0.223333333333,,1.01,,,	
1," Friday!!! Plus,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,,1.19,,,	
0, &lt;3 GrAdUaTE 09&lt;3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,,1.08,,,	
1, finally finished. now i can sleep peacefully!,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.4,0.25,,1.1,,,	
1, Found her JRM icons!,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,,1.0,,,	
1,"- FUNNY - Cold nose,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.307692307692,0.1,,0.85,,,	
1, good morning every body!!!!,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.666666666667,0.2,,1.17,,,	
1, goodnight all. Doodadoo lives good,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,,1.61,,,	
1, Ha I love you too betch.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,,1.27,,,	
0, (tears) :'-( Today is the last day with my kids...They go on summer break at their Dads tomorrow. *sighs* http://plurk.com/p/x8j86,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.291693155467,0.0342207995252,0.510937548863,0.206056096681,,1.0,,,	
1,-- happy mothers day mom!  http://twitpic.com/4x153,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.16677262187,0.133266740287,0.535714285714,0.107954545455,,1.5,,,	
1,- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.621184909491,0.0677820866552,0.671014492754,0.531666666667,,1.04,,,	
1, happily falling head over heels for him &lt;3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.818181818182,0.25,,1.08,,,	
