1,"#smile @OwlRanger Not too terribly much more than usual. Working on the new game,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,0.0,0.0,0.285714285714,0.0909090909091,,0.91,,,	
0,#spymaster gimme free money i only have 17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.133333333333,0.0714285714286,,0.92,,,	
0,#squarespace + #trackle = double daily disappointment?,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.140350877193,0.0833333333333,,0.95,,,	
1,#Squarespace hmmm i watched Ep 20 of prison break can w8 to see wha the ending would be like,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.583333333333,0.40625,,1.05,,,	
0,&gt;&gt;&gt; @IAMJUNELOVER LmAooooooo....iM Not a Good StoRy Teller    LiKe u,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0.0,0.0,0.0,0.0,,1.04,,,	
1,"&gt;KingAussie: For some unknown stupid reason...  The reason is,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.315789473684,0.0833333333333,,0.93,,,	
0,&lt;-- I guess burrito lady doesn't go out in the rain,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.15,0.0727272727273,,1.0,,,	
1, bored........doing nothing at all....okay...i'm a pretty shy girl...,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.257575757576,0.15,,1.08,,,	
1,"&quot;funny the way it is if u think about it someone's broken heart has become ur favorite song&quot; perfect for @ddlovato,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.337397548035,0.0357515630141,0.338942307692,0.159375,,1.07,,,	
1,#StepupforMS on this Sunday - support a good cause by sponsoring yours truly  http://bit.ly/REzUt,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,1.13,,,	
1,#thingsmummysaid &quot;You wouldn't have chest pain if you don't smoke cigarettes&quot;,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.133626519159,0.0137455698133,0.218055555556,0.0707070707071,,0.89,,,	
1,"#Turkish Grand Prix ,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.235294117647,0.0714285714286,,1.16,,,	
1,"&lt;&lt; Then get another later in the summer with money from work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.428571428571,0.111111111111,,0.98,,,	
1,#twitterpornnames lmao mine is elvis malone @injoy1984 is yours bailey winnipeg? hehehe,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1.14132374599,0.0934309295303,0.2,0.05,,1.0,,,	
1,#vaporoutlet.com Anyone Watch Trailer Park Boys Super Blazed?:  Its Soooooo fuckin funny http://tinyurl.com/pw3rdo,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,0.333363606248,0.0355672347171,0.147368421053,0.0595238095238,,0.96,,,	
1,&quot;...she may be the beauty of the beast....&quot;  the song. Note: I'm not Twitting. Just blipping.   http://blip.fm/~7jffc,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0.318550972722,0.0327826785563,0.208333333333,0.0622222222222,,0.95,,,	
1,#vis2020 heads up for Creative Partnerships...pens in motion at the mention of accompanying funding,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.417158582731,0.144365079365,,1.04,,,	
1,      hmmmm.... i wonder how she my number @-),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,,1.07,,,	
1,#FollowFriday -------&gt; @catwmn13 @justpets @puptrainingbook @PetAgree   XOXO for animals,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,0.0,,,	
1,"#whyitweet because it's new,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0,1.0,,1.01,,,	
1,&quot;a friend is someone who walks in when the whole world walks out&quot; - cute.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.190476190476,0.047619047619,,1.16,,,	
1,"&quot;And General Joseph Hooker-&quot; *Everyone starts laughing* &quot;You all do know his last name isn't Prostitute,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.579848706403,0.0464251181153,0.33721340388,0.177832244009,,1.0,,,	
1,"&quot;Are You A Beauty Or A Geek&quot; quiz and my result is --&gt; You are a beauty with a gold heart.. haha,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.0,0.251082251082,0.0759818884819,,1.12,,,	
1,&quot;battery state changed to low&quot; that means about 1 minute of tweeting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.372222222222,0.17,,0.89,,,	
1,"#Zombies That's all the main part done,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.588235294118,0.142857142857,,1.04,,,	
1,"$8000 tax credit...until Nov 30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.267857142857,0.0839160839161,,1.01,,,	
1,&amp; @MsValentine thank you for the ff too,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,1.03,,,	
1,#myweakness a funny girl.. Who knows when to be serious but keeps me laughing,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.3,0.194444444444,,0.94,,,	
1,#followfriday  a good mix of people to follow  @DaveMyers @suziperry @JasonBradbury @Rockers_Delight @LFCTV @f1_lou McLaren_Fan @5LiveF1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.111111111111,0.0666666666667,,1.17,,,	
1,&amp; sorry for not teplying to any of u guys yesterday. I'll reply later,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0.0,0.216931216931,0.0608465608466,,0.82,,,	
1,&gt; @rianf: Anyone have any experience with defining core values for a company's culture? &lt;- That sounds like fun!,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,0.0,0.0,0.410256410256,0.151360544218,,1.04,,,	
